Rank,Release Group,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent,year
104,Into the Blue,"4,61,17,696","1,88,01,234",40.80%,"2,73,16,462",59.20%,2005
105,Deuce Bigalow: European Gigolo,"4,51,09,561","2,24,00,154",49.70%,"2,27,09,407",50.30%,2005
106,Dark Water 2005 Re0release,"4,43,47,079","2,54,73,352",57.40%,"1,88,73,727",42.60%,2005
107,A Lot Like Love,"4,28,86,719","2,18,45,719",50.90%,"2,10,41,000",49.10%,2005
108,Oliver Twist,"4,25,80,321","20,80,321",4.90%,"4,05,00,000",95.10%,2005
109,The Sisterhood of the Traveling Pants,"4,20,13,878","3,90,53,061",93%,"29,60,817",7%,2005
110,Serenity,"4,04,45,129","2,55,14,517",63.10%,"1,49,30,612",36.90%,2005
111,The Ringer,"4,04,42,443","3,54,28,675",87.60%,"50,13,768",12.40%,2005
112,Magnificent Desolation: Walking on the Moon,"4,03,39,402","3,41,37,524",84.60%,"62,01,878",15.40%,2005
113,Yamato,"3,92,87,114",0,0,"3,92,87,114",100%,2005
114,Dreamer,"3,87,41,732","3,27,51,093",84.50%,"59,90,639",15.50%,2005
115,Always: Sunset on Third Street,"3,85,73,583",0,0,"3,85,73,583",100%,2005
116,The Producers,"3,80,75,318","1,93,98,532",50.90%,"1,86,76,786",49.10%,2005
117,Casanova,"3,76,91,644","1,13,04,403",30%,"2,63,87,241",70%,2005
118,Beauty Shop,"3,72,45,453","3,63,51,350",97.60%,"8,94,103",2.40%,2005
119,Pokémon: Lucario and the Mystery of Mew,"3,72,28,626",0,0,"3,72,28,626",100%,2005
120,Negotiator: Mashita Masayoshi,"3,67,33,286",0,0,"3,67,33,286",100%,2005
121,Assault on Precinct 13,"3,52,94,470","2,00,40,895",56.80%,"1,52,53,575",43.20%,2005
122,Nana,"3,46,71,042",0,0,"3,46,71,042",100%,2005
123,Wild Safari 0 A South African Adventure,"3,42,57,135","1,66,21,530",48.50%,"1,76,35,605",51.50%,2005
124,Bad News Bears,"3,42,52,847","3,28,68,349",96%,"13,84,498",4%,2005
125,Because of Winn0Dixie,"3,35,89,427","3,26,47,042",97.20%,"9,42,385",2.80%,2005
126,The Cave,"3,32,96,457","1,50,07,991",45.10%,"1,82,88,466",54.90%,2005
127,Marathon,"3,32,84,089",0,0,"3,32,84,089",100%,2005
128,The Brice Man,"3,30,26,616",0,0,"3,30,26,616",100%,2005
129,Cry Wolf,"3,25,86,408","1,00,47,674",30.80%,"2,25,38,734",69.20%,2005
130,The Suspect: Muroi Shinji,"3,21,04,229",0,0,"3,21,04,229",100%,2005
131,Marrying the Mafia 2: Enemy0in0Law,"3,18,35,989",0,0,"3,18,35,989",100%,2005
132,Welcome to Dongmakgol,"3,17,87,130",0,0,"3,17,87,130",100%,2005
133,Rent,"3,16,70,620","2,90,77,547",91.80%,"25,93,073",8.20%,2005
134,The New World 2005 Re0release,"3,15,10,855","1,27,12,093",40.30%,"1,87,98,762",59.70%,2005
135,Train Man,"3,10,90,100",0,0,"3,10,90,100",100%,2005
136,The Promise,"3,09,25,693","6,69,625",2.20%,"3,02,56,068",97.80%,2005
137,Wolf Creek,"3,07,62,648","1,61,88,180",52.60%,"1,45,74,468",47.40%,2005
138,Two for the Money,"3,05,26,509","2,29,91,379",75.30%,"75,35,130",24.70%,2005
139,Cursed,"2,96,21,722","1,92,97,522",65.10%,"1,03,24,200",34.90%,2005
140,The Upside of Anger,"2,82,37,488","1,87,61,993",66.40%,"94,75,495",33.60%,2005
141,Mrs. Henderson Presents,"2,78,76,417","1,10,36,366",39.60%,"1,68,40,051",60.40%,2005
142,Ice Princess,"2,76,45,491","2,44,02,491",88.30%,"32,43,000",11.70%,2005
143,Goal! The Dream Begins,"2,76,10,873","42,83,255",15.50%,"2,33,27,618",84.50%,2005
144,The Protector,"2,71,65,581","1,20,44,087",44.30%,"1,51,21,494",55.70%,2005
145,Doogal,"2,67,11,924","74,38,000",27.80%,"1,92,73,924",72.20%,2005
146,Typhoon,"2,61,79,656","1,39,059",0.50%,"2,60,40,597",99.50%,2005
147,9th Company,"2,61,46,165",0,0,"2,61,46,165",100%,2005
148,Natale a Miami,"2,56,43,184",0,0,"2,56,43,184",100%,2005
149,The Tiger and the Snow,"2,54,60,023","10,167",<0.1%,"2,54,49,856",100%,2005
150,North Country,"2,52,11,175","1,83,37,722",72.70%,"68,73,453",27.30%,2005
151,April Snow,"2,48,73,159",0,0,"2,48,73,159",100%,2005
152,I Love You in Every Language in the World,"2,39,41,317",0,0,"2,39,41,317",100%,2005
153,Lady Vengeance,"2,38,34,149","2,11,667",0.90%,"2,36,22,482",99.10%,2005
154,Russian Dolls,"2,37,27,301","3,26,095",1.40%,"2,34,01,206",98.60%,2005
155,Hustle & Flow,"2,35,63,727","2,22,02,809",94.20%,"13,60,918",5.80%,2005
156,Another Public Enemy,"2,32,48,003",0,0,"2,32,48,003",100%,2005
157,Domino,"2,29,44,502","1,01,69,202",44.30%,"1,27,75,300",55.70%,2005
158,The White Massai,"2,26,32,255",0,0,"2,26,32,255",100%,2005
159,Manual of Love,"2,20,79,820",0,0,"2,20,79,820",100%,2005
160,Torrente 3: El protector,"2,17,62,391",0,0,"2,17,62,391",100%,2005
161,Man of the House,"2,15,77,624","1,96,99,706",91.30%,"18,77,918",8.70%,2005
162,Year One in the North,"2,13,60,942",0,0,"2,13,60,942",100%,2005
163,The Jacket,"2,11,26,225","63,03,762",29.80%,"1,48,22,463",70.20%,2005
164,The Devil's Rejects,"2,09,01,859","1,70,44,981",81.50%,"38,56,878",18.50%,2005
165,A Moment to Remember,"2,08,65,847",0,0,"2,08,65,847",100%,2005
166,Lorelei,"1,98,06,585",0,0,"1,98,06,585",100%,2005
167,The Perfect Man,"1,97,70,475","1,65,35,005",83.60%,"32,35,470",16.40%,2005
168,Mapado,"1,92,86,223",0,0,"1,92,86,223",100%,2005
169,The Weather Man,"1,91,26,398","1,24,82,775",65.30%,"66,43,623",34.70%,2005
170,Iznogoud0 Caliph Instead of the Caliph,"1,87,25,588",0,0,"1,87,25,588",100%,2005
171,Detective Conan: Strategy Above the Depths,"1,87,23,952",0,0,"1,87,23,952",100%,2005
172,Waiting...,"1,86,37,690","1,61,24,543",86.50%,"25,13,147",13.50%,2005
173,An Unfinished Life,"1,86,18,284","85,86,392",46.10%,"1,00,31,892",53.90%,2005
174,My Father and My Son,"1,86,12,999",0,0,"1,86,12,999",100%,2005
175,Keeping Mum,"1,85,75,768","16,19,466",8.70%,"1,69,56,302",91.30%,2005
176,The Turkish Gambit,"1,85,20,000",0,0,"1,85,20,000",100%,2005
177,As It Is in Heaven,"1,83,18,233",0,0,"1,83,18,233",100%,2005
178,The World's Fastest Indian,"1,82,97,690","51,28,124",28%,"1,31,69,566",72%,2005
179,Night Watch 2005 Re0release,"1,79,39,389","15,02,188",8.40%,"1,64,37,201",91.60%,2005
180,Joyeux Noel,"1,77,09,155","10,54,361",6%,"1,66,54,794",94%,2005
181,You Are My Sunshine,"1,76,50,142",0,0,"1,76,50,142",100%,2005
182,Palais royal!,"1,76,12,135",0,0,"1,76,12,135",100%,2005
183,Roll Bounce,"1,75,00,866","1,73,80,866",99.30%,"1,20,000",0.70%,2005
184,Rebound,"1,74,92,014","1,68,09,014",96.10%,"6,83,000",3.90%,2005
185,Stormy Night,"1,73,79,776",0,0,"1,73,79,776",100%,2005
186,The Matador,"1,73,47,231","1,25,94,698",72.60%,"47,52,533",27.40%,2005
187,Aegis,"1,68,69,261",0,0,"1,68,69,261",100%,2005
188,Caché,"1,61,97,824","36,47,381",22.50%,"1,25,50,443",77.50%,2005
189,The Great Yokai War,"1,57,87,492",0,0,"1,57,87,492",100%,2005
190,Kiss Kiss Bang Bang,"1,57,85,148","42,43,756",26.90%,"1,15,41,392",73.10%,2005
191,The Gospel,"1,57,78,152","1,57,78,152",100%,0,0,2005
192,Two Sons of Francisco,"1,55,08,288",0,0,"1,55,08,288",100%,2005
193,The Greatest Game Ever Played,"1,54,31,177","1,53,37,393",99.40%,"93,784",0.60%,2005
194,Transamerica,"1,51,51,744","90,15,303",59.50%,"61,36,441",40.50%,2005
195,"Murder, Take One","1,49,15,208",0,0,"1,49,15,208",100%,2005
196,Most Beautiful Week in My Life,"1,47,65,033",0,0,"1,47,65,033",100%,2005
197,Samurai Commando: Mission 1549,"1,46,48,713",0,0,"1,46,48,713",100%,2005
198,Blood Rain,"1,42,70,938",0,0,"1,42,70,938",100%,2005
199,Proof,"1,41,89,860","75,35,331",53.10%,"66,54,529",46.90%,2005
0,Pirates of the Caribbean: Dead Man's Chest,"1,06,61,79,725","42,33,15,812",39.70%,"64,28,63,913",60.30%,2006
1,The Da Vinci Code,"76,00,06,945","21,75,36,138",28.60%,"54,24,70,807",71.40%,2006
2,Ice Age: The Meltdown,"66,09,98,756","19,53,30,621",29.60%,"46,56,68,135",70.40%,2006
3,Casino Royale,"60,60,00,064","16,74,45,960",27.60%,"43,85,53,632",72.40%,2006
4,Night at the Museum,"57,44,80,841","25,08,63,268",43.70%,"32,36,17,573",56.30%,2006
5,Cars,"46,19,83,149","24,40,82,982",52.80%,"21,79,00,167",47.20%,2006
6,X0Men: The Last Stand,"46,04,35,291","23,43,62,462",50.90%,"22,60,72,829",49.10%,2006
7,Mission: Impossible III,"39,84,79,497","13,40,29,801",33.60%,"26,44,49,696",66.40%,2006
8,Superman Returns,"39,10,81,192","20,00,81,192",51.20%,"19,10,00,000",48.80%,2006
9,Happy Feet,"38,43,35,608","19,80,00,317",51.50%,"18,63,35,291",48.50%,2006
10,Over the Hedge,"33,97,95,890","15,50,19,340",45.60%,"18,47,76,550",54.40%,2006
11,The Devil Wears Prada,"32,67,11,975","12,47,40,460",38.20%,"20,19,65,442",61.80%,2006
12,The Pursuit of Happyness,"30,71,27,625","16,35,66,459",53.30%,"14,35,61,166",46.70%,2006
13,The Departed,"29,14,65,034","13,23,84,315",45.40%,"15,90,80,719",54.60%,2006
14,Borat,"26,25,52,893","12,85,05,958",48.90%,"13,40,46,935",51.10%,2006
15,Eragon,"25,04,25,512","7,50,30,163",30%,"17,53,95,349",70%,2006
16,Click,"24,06,85,326","13,73,55,633",57.10%,"10,33,29,693",42.90%,2006
17,The Holiday,"20,58,44,805","6,32,24,849",30.70%,"14,26,17,036",69.30%,2006
18,The Break0Up,"20,56,68,210","11,87,03,275",57.70%,"8,69,64,935",42.30%,2006
19,Open Season,"20,08,11,689","8,51,05,259",42.40%,"11,57,06,430",57.60%,2006
20,Inside Man,"18,60,03,591","8,85,13,495",47.60%,"9,74,90,096",52.40%,2006
21,Poseidon,"18,16,74,817","6,06,74,817",33.40%,"12,10,00,000",66.60%,2006
22,Deja Vu,"18,05,57,550","6,40,38,616",35.50%,"11,65,18,934",64.50%,2006
23,Flushed Away,"17,82,81,554","6,46,65,672",36.30%,"11,36,15,882",63.70%,2006
24,Scary Movie 4,"17,82,62,620","9,07,10,620",50.90%,"8,75,52,000",49.10%,2006
25,Blood Diamond,"17,17,20,398","5,73,77,916",33.40%,"11,43,42,482",66.60%,2006
26,Saw III,"16,48,74,275","8,02,38,724",48.70%,"8,46,35,551",51.30%,2006
27,The Pink Panther,"16,41,15,897","8,22,26,474",50.10%,"8,18,89,423",49.90%,2006
28,Miami Vice,"16,37,94,509","6,34,50,470",38.70%,"10,03,44,039",61.30%,2006
29,Talladega Nights: The Ballad of Ricky Bobby,"16,33,62,095","14,82,13,377",90.70%,"1,51,48,718",9.30%,2006
30,World Trade Center,"16,32,47,198","7,02,78,893",43.10%,"9,29,68,305",56.90%,2006
31,The Fast and the Furious: Tokyo Drift,"15,89,64,610","6,25,14,415",39.30%,"9,64,50,195",60.70%,2006
32,Rocky Balboa,"15,59,29,020","7,02,70,943",45.10%,"8,56,58,077",54.90%,2006
33,Dreamgirls,"15,54,30,335","10,33,65,956",66.50%,"5,20,64,379",33.50%,2006
34,Charlotte's Web,"14,89,64,090","8,29,85,708",55.70%,"6,59,78,114",44.30%,2006
35,Garfield: A Tail of Two Kitties,"14,33,25,970","2,84,26,747",19.80%,"11,48,99,223",80.20%,2006
36,Monster House,"14,18,61,243","7,36,61,010",51.90%,"6,82,00,233",48.10%,2006
37,Big Momma's House 2,"14,15,22,961","7,01,65,972",49.60%,"7,13,56,989",50.40%,2006
38,Babel,"13,53,30,182","3,43,02,837",25.30%,"10,10,27,345",74.70%,2006
39,Perfume: The Story of a Murderer,"13,50,39,924","22,23,293",1.60%,"13,28,16,631",98.40%,2006
40,V for Vendetta,"13,25,11,035","7,05,11,035",53.20%,"6,20,00,000",46.80%,2006
41,"You, Me and Dupree","13,06,28,903","7,56,28,110",57.90%,"5,50,00,793",42.10%,2006
42,Failure to Launch,"13,02,24,158","8,87,15,192",68.10%,"4,15,08,966",31.90%,2006
43,The Queen,"12,33,84,128","5,64,41,711",45.70%,"6,69,42,417",54.30%,2006
44,Apocalypto,"12,06,54,337","5,08,66,635",42.20%,"6,97,87,702",57.80%,2006
45,Eight Below,"12,04,55,994","8,16,12,565",67.80%,"3,88,43,429",32.20%,2006
46,The Omen,"11,99,74,972","5,46,07,383",45.50%,"6,53,67,589",54.50%,2006
47,Final Destination 3,"11,88,90,272","5,40,98,051",45.50%,"6,47,92,221",54.50%,2006
48,Barnyard,"11,67,55,080","7,26,37,803",62.20%,"4,41,17,277",37.80%,2006
49,The Lake House,"11,48,30,111","5,23,30,111",45.60%,"6,25,00,000",54.40%,2006
50,Step Up,"11,41,94,847","6,53,28,121",57.20%,"4,88,66,726",42.80%,2006
51,Underworld: Evolution,"11,14,76,513","6,23,18,875",55.90%,"4,91,57,638",44.10%,2006
52,The Santa Clause 3: The Escape Clause,"11,07,68,122","8,45,00,122",76.30%,"2,62,68,000",23.70%,2006
53,The Prestige,"10,96,76,311","5,30,89,891",48.40%,"5,65,86,420",51.60%,2006
54,Arthur and the Invisibles,"10,79,44,236","1,51,32,763",14%,"9,28,11,473",86%,2006
55,Little Man,"10,40,03,322","5,86,45,052",56.40%,"4,53,58,270",43.60%,2006
56,The Wild,"10,23,38,515","3,73,84,046",36.50%,"6,49,54,469",63.50%,2006
57,Little Miss Sunshine,"10,10,58,954","5,98,91,098",59.30%,"4,11,67,856",40.70%,2006
58,Silent Hill,"10,06,05,135","4,69,82,632",46.70%,"5,36,22,503",53.30%,2006
59,The Good Shepherd,"10,02,66,865","5,99,52,835",59.80%,"4,03,14,030",40.20%,2006
60,Nacho Libre,"9,92,55,460","8,01,97,993",80.80%,"1,90,57,467",19.20%,2006
61,Deep Sea,"9,82,30,905","4,64,12,757",47.20%,"5,18,18,148",52.80%,2006
62,The Guardian,"9,49,73,540","5,50,11,732",57.90%,"3,99,61,808",42.10%,2006
63,The Host,"8,94,31,890","22,01,923",2.50%,"8,72,29,967",97.50%,2006
64,The Illusionist,"8,78,92,388","3,98,68,642",45.40%,"4,80,23,746",54.60%,2006
65,RV,"8,75,28,173","7,17,26,025",81.90%,"1,58,02,148",18.10%,2006
66,The Shaggy Dog,"8,71,34,280","6,11,23,569",70.10%,"2,60,10,711",29.90%,2006
67,Date Movie,"8,57,49,034","4,85,48,426",56.60%,"3,72,00,608",43.40%,2006
68,Volver,"8,55,85,177","1,28,99,867",15.10%,"7,26,85,310",84.90%,2006
69,Jackass Number Two,"8,46,45,164","7,27,78,712",86%,"1,18,66,452",14%,2006
70,French Fried Vacation 3: Friends Forever,"8,41,52,064",0,0,"8,41,52,064",100%,2006
71,Pan's Labyrinth,"8,38,50,267","3,76,34,615",44.90%,"4,62,15,652",55.10%,2006
72,Firewall,"8,27,51,189","4,87,51,189",58.90%,"3,40,00,000",41.10%,2006
73,Hostel,"8,19,79,826","4,73,26,473",57.70%,"3,46,53,353",42.30%,2006
74,The Sentinel,"7,88,10,595","3,62,80,697",46%,"4,25,29,898",54%,2006
75,Curse of the Golden Flower,"7,85,68,977","65,66,773",8.40%,"7,20,02,204",91.60%,2006
76,The Lives of Others,"7,73,56,942","1,12,86,112",14.60%,"6,60,70,830",85.40%,2006
77,United 93,"7,67,00,659","3,14,83,450",41%,"4,52,17,209",59%,2006
78,Lady in the Water,"7,27,85,169","4,22,85,169",58.10%,"3,05,00,000",41.90%,2006
79,The Grudge 2,"7,07,11,175","3,91,43,839",55.40%,"3,15,67,336",44.60%,2006
80,Children of Men,"7,04,55,770","3,55,52,383",50.50%,"3,49,03,387",49.50%,2006
81,The Hills Have Eyes,"7,00,08,952","4,17,78,863",59.70%,"2,82,30,089",40.30%,2006
82,Curious George,"6,98,65,924","5,83,60,760",83.50%,"1,15,05,164",16.50%,2006
83,John Tucker Must Die,"6,88,44,775","4,10,11,711",59.60%,"2,78,33,064",40.40%,2006
84,Letters from Iwo Jima,"6,86,73,228","1,37,56,082",20%,"5,49,17,146",80%,2006
85,Tales from Earthsea,"6,86,25,104",0,0,"6,86,25,104",100%,2006
86,Fearless,"6,80,72,848","2,46,33,730",36.20%,"4,34,39,118",63.80%,2006
87,When a Stranger Calls,"6,70,62,123","4,78,60,214",71.40%,"1,92,01,909",28.60%,2006
88,Take the Lead,"6,64,99,627","3,47,42,066",52.20%,"3,17,57,561",47.80%,2006
89,Flags of Our Fathers,"6,59,00,249","3,36,02,376",51%,"3,22,97,873",49%,2006
90,16 Blocks,"6,56,64,721","3,68,95,141",56.20%,"2,87,69,580",43.80%,2006
91,The Benchwarmers,"6,49,62,629","5,98,43,754",92.10%,"51,18,875",7.90%,2006
92,Madea's Family Reunion,"6,33,68,939","6,33,18,000",99.90%,"50,939",<0.1%,2006
93,Snakes on a Plane,"6,20,22,014","3,40,20,814",54.90%,"2,80,01,200",45.10%,2006
94,My Super Ex0Girlfriend,"6,11,08,981","2,25,30,295",36.90%,"3,85,78,686",63.10%,2006
95,Marie Antoinette,"6,09,17,189","1,59,62,471",26.20%,"4,49,54,718",73.80%,2006
96,Limit of Love: Umizaru,"6,03,69,589",0,0,"6,03,69,589",100%,2006
97,Invincible,"5,84,80,828","5,78,06,952",98.80%,"6,73,876",1.20%,2006
98,She's the Man,"5,71,94,667","3,37,41,133",59%,"2,34,53,534",41%,2006
99,Lucky Number Slevin,"5,63,08,881","2,24,95,466",40%,"3,38,13,415",60%,2006
100,The Ant Bully,"5,51,81,129","2,81,42,535",51%,"2,70,38,594",49%,2006
101,Stranger Than Fiction,"5,36,53,224","4,06,60,952",75.80%,"1,29,92,272",24.20%,2006
102,The Texas Chainsaw Massacre: The Beginning,"5,17,64,406","3,95,17,763",76.30%,"1,22,46,643",23.70%,2006
103,Doomsday: The Sinking of Japan,"5,11,27,401",0,0,"5,11,27,401",100%,2006
104,Notes on a Scandal,"4,98,14,392","1,75,10,118",35.20%,"3,23,04,274",64.80%,2006
105,An Inconvenient Truth,"4,97,82,012","2,41,46,161",48.50%,"2,56,35,851",51.50%,2006
106,The Black Dahlia,"4,93,32,692","2,25,45,080",45.70%,"2,67,87,612",54.30%,2006
107,The Last King of Scotland,"4,86,18,191","1,76,06,684",36.20%,"3,10,11,507",63.80%,2006
108,Suite Dreams,"4,80,90,431",0,0,"4,80,90,431",100%,2006
109,Death Note: The Last Name,"4,79,17,637",0,0,"4,79,17,637",100%,2006
110,Deck the Halls,"4,72,32,776","3,50,93,569",74.30%,"1,21,39,207",25.70%,2006
111,The Nativity Story,"4,64,32,264","3,76,29,831",81%,"88,02,433",19%,2006
112,We Are Marshall,"4,35,45,364","4,35,45,364",100%,0,0,2006
113,Last Holiday,"4,34,51,846","3,83,99,961",88.40%,"50,51,885",11.60%,2006
114,Glory Road,"4,29,38,449","4,26,47,449",99.30%,"2,91,000",0.70%,2006
115,Crank,"4,29,31,041","2,78,38,408",64.80%,"1,50,92,633",35.20%,2006
116,Man of the Year,"4,24,72,472","3,73,27,390",87.90%,"51,45,082",12.10%,2006
117,A Good Year,"4,22,69,923","74,59,300",17.60%,"3,48,10,623",82.40%,2006
118,200 Pounds Beauty,"4,20,13,016",0,0,"4,20,13,016",100%,2006
119,Gridiron Gang,"4,14,80,851","3,84,32,823",92.70%,"30,48,028",7.30%,2006
120,Thank You for Smoking,"3,93,23,027","2,47,93,509",63.10%,"1,45,29,518",36.90%,2006
121,Scoop,"3,92,20,946","1,05,25,717",26.80%,"2,86,95,229",73.20%,2006
122,Tazza: The High Rollers,"3,92,12,715",0,0,"3,92,12,715",100%,2006
123,The Wicker Man,"3,88,05,380","2,36,49,127",60.90%,"1,51,56,253",39.10%,2006
124,Basic Instinct 2,"3,86,29,478","59,71,336",15.50%,"3,26,58,142",84.50%,2006
125,Accepted,"3,86,23,262","3,63,23,505",94%,"22,99,757",6%,2006
126,Employee of the Month,"3,85,28,984","2,84,44,855",73.80%,"1,00,84,129",26.20%,2006
127,Day Watch,"3,84,11,815",0,0,"3,84,11,815",100%,2006
128,Just My Luck,"3,81,59,905","1,73,26,650",45.40%,"2,08,33,255",54.60%,2006
129,Camping,"3,79,12,041",0,0,"3,79,12,041",100%,2006
130,The Covenant,"3,75,98,767","2,33,80,495",62.20%,"1,42,18,272",37.80%,2006
131,Miss Potter,"3,50,78,241","30,05,605",8.60%,"3,20,72,636",91.40%,2006
132,Bambi II,"3,49,58,637",0,0,"3,49,58,637",100%,2006
133,Love and Honor,"3,37,55,574","60,910",0.20%,"3,36,94,664",99.80%,2006
134,Tell No One,"3,34,06,992","61,77,192",18.50%,"2,72,29,800",81.50%,2006
135,7 Dwarves: The Forest Is Not Enough,"3,28,63,752",0,0,"3,28,63,752",100%,2006
136,Dhoom 2,"3,23,96,427","26,43,586",8.20%,"2,97,52,841",91.80%,2006
137,Stick It,"3,19,76,848","2,69,10,736",84.20%,"50,66,112",15.80%,2006
138,Deutschland. Ein Sommermärchen,"3,12,57,991",0,0,"3,12,57,991",100%,2006
139,Ultraviolet,"3,10,70,211","1,85,35,812",59.70%,"1,25,34,399",40.30%,2006
140,Doraemon the Movie: Nobita's Dinosaur,"3,09,63,292",0,0,"3,09,63,292",100%,2006
141,Twosabu ilchae,"3,06,22,421",0,0,"3,06,22,421",100%,2006
142,Natale a New York,"3,04,37,121",0,0,"3,04,37,121",100%,2006
143,I Do: How to Get Married and Stay Single,"3,00,57,369",0,0,"3,00,57,369",100%,2006
144,Pulse,"2,99,07,685","2,02,64,436",67.80%,"96,43,249",32.20%,2006
145,Death Note,"2,96,30,359",0,0,"2,96,30,359",100%,2006
146,An American Haunting,"2,96,12,137","1,62,98,046",55%,"1,33,14,091",45%,2006
147,The Valet,"2,94,14,553","19,26,800",6.60%,"2,74,87,753",93.40%,2006
148,Tristan + Isolde,"2,80,47,963","1,47,34,633",52.50%,"1,33,13,330",47.50%,2006
149,Priceless,"2,79,49,650","21,65,188",7.70%,"2,57,84,462",92.30%,2006
150,Pokémon Ranger and the Temple of the Sea,"2,76,38,625",0,0,"2,76,38,625",100%,2006
151,Stay Alive,"2,72,98,695","2,30,86,480",84.60%,"42,12,215",15.40%,2006
152,Clerks II,"2,69,84,975","2,41,48,068",89.50%,"28,36,907",10.50%,2006
153,The Painted Veil,"2,69,10,847","80,60,487",30%,"1,88,50,360",70%,2006
154,Black Book,"2,67,68,563","43,98,532",16.40%,"2,23,70,031",83.60%,2006
155,Detective Conan: The Private Eyes' Requiem,"2,62,51,232",0,0,"2,62,51,232",100%,2006
156,A Prairie Home Companion,"2,59,78,867","2,03,42,852",78.30%,"56,36,015",21.70%,2006
157,You Are So Beautiful,"2,53,29,576",0,0,"2,53,29,576",100%,2006
158,Tears for You,"2,53,00,338",0,0,"2,53,00,338",100%,2006
159,Kabhi Alvida Naa Kehna,"2,52,29,168","32,75,444",13%,"2,19,53,724",87%,2006
160,School for Scoundrels,"2,39,47,685","1,78,07,569",74.40%,"61,40,116",25.60%,2006
161,Stormbreaker,"2,39,37,870","6,77,646",2.80%,"2,32,60,224",97.20%,2006
162,Il mio miglior nemico,"2,37,10,143",0,0,"2,37,10,143",100%,2006
163,Valley of the Wolves: Iraq,"2,34,65,471",0,0,"2,34,65,471",100%,2006
164,Captain Alatriste: The Spanish Musketeer,"2,33,21,954",0,0,"2,33,21,954",100%,2006
165,"OSS 117: Cairo, Nest of Spies","2,30,55,884","3,03,543",1.30%,"2,27,52,341",98.70%,2006
166,Aquamarine,"2,29,89,957","1,85,97,342",80.90%,"43,92,615",19.10%,2006
167,Days of Glory,"2,29,63,701","3,20,700",1.40%,"2,26,43,001",98.60%,2006
168,The Wind that Shakes the Barley,"2,28,99,908","18,36,089",8%,"2,10,63,819",92%,2006
169,The Banquet,"2,25,98,772",0,0,"2,25,98,772",100%,2006
170,Asterix and the Vikings,"2,25,01,596",0,0,"2,25,01,596",100%,2006
171,Fanaa,"2,21,75,908","21,05,352",9.50%,"2,00,70,556",90.50%,2006
172,The Marine,"2,21,65,608","1,88,44,784",85%,"33,20,824",15%,2006
173,Unaccompanied Minors,"2,19,49,234","1,66,55,224",75.90%,"52,94,010",24.10%,2006
174,Flicka,"2,18,93,591","2,10,00,147",95.90%,"8,93,444",4.10%,2006
175,Rob0B0Hood,"2,18,36,580",0,0,"2,18,36,580",100%,2006
176,Wolfhound,"2,15,73,338",0,0,"2,15,73,338",100%,2006
177,Black Christmas,"2,15,10,851","1,62,73,581",75.70%,"52,37,270",24.30%,2006
178,Waist Deep,"2,13,53,303","2,13,44,312",100%,"8,991",<0.1%,2006
179,ATL,"2,11,70,563","2,11,70,563",100%,0,0,2006
180,Bobby,"2,07,04,591","1,12,42,801",54.30%,"94,61,790",45.70%,2006
181,Beerfest,"2,03,87,597","1,91,85,184",94.10%,"12,02,413",5.90%,2006
182,Don,"1,96,40,129","22,23,961",11.30%,"1,74,16,168",88.70%,2006
183,Movie: Marrying the Mafia 3 0 Family Hustle,"1,96,06,487",0,0,"1,96,06,487",100%,2006
184,Akeelah and the Bee,"1,89,48,425","1,88,48,430",99.50%,"99,995",0.50%,2006
185,See No Evil,"1,85,64,467","1,50,32,800",81%,"35,31,667",19%,2006
186,Hanbando,"1,84,83,140",0,0,"1,84,83,140",100%,2006
187,Bandidas,"1,83,81,890",0,0,"1,83,81,890",100%,2006
188,Friends with Money,"1,82,45,244","1,33,68,437",73.30%,"48,76,807",26.70%,2006
189,Krrish,"1,80,41,250","14,30,721",7.90%,"1,66,10,529",92.10%,2006
190,Lage Raho Munna Bhai,"1,78,97,527","22,17,562",12.40%,"1,56,79,965",87.60%,2006
191,Flyboys,"1,78,34,865","1,30,90,630",73.40%,"47,44,235",26.60%,2006
192,Battle of the Warriors,"1,78,12,601",0,0,"1,78,12,601",100%,2006
193,Memories of Tomorrow,"1,76,96,020","1,40,200",0.80%,"1,75,55,820",99.20%,2006
194,Grave Decisions,"1,76,85,834",0,0,"1,76,85,834",100%,2006
